-6.095,
-6.095,3
-6.1,3
-6.1,1
-6.095,3
-6.095,1
-6.1,2
-6.105,3
-6.105,3
-6.115,2
-6.105,1
-6.1,3
-6.095,2
-6.09,2
-6.08,3
-6.075,9
-6.065,12
-6.06,9
-6.035,3
-6.015,3
-6,1
-5.975,3
-5.955,1
-5.92,2
-5.89,3
-5.865,3
-5.83,2
-5.805,1
-5.775,3
-5.75,2
-5.725,2
-5.705,3
-5.695,3
-5.68,3
-5.67,1
-5.655,3
-5.64,1
-5.635,2
-5.635,3
-5.64,3
-5.64,2
-5.64,1
-5.65,3
-5.66,2
-5.68,2
-5.7,3
-5.71,9
-5.71,12
-5.715,9
-5.72,3
-5.73,3
-5.735,1
-5.74,3
-5.77,1
-5.78,2
-5.775,3
-5.78,3
-5.79,2
-5.785,1
-5.79,3
-5.8,2
-5.81,2
-5.815,3
-5.8,3
-5.805,3
-5.815,1
-5.82,3
-5.82,1
-5.82,2
-5.825,3
-5.82,3
-5.83,2
-5.83,1
-5.82,3
-5.81,2
-5.815,2
-5.82,3
-5.82,9
-5.815,12
-5.815,9
-5.8,3
-5.79,3
-5.78,1
-5.77,3
-5.76,1
-5.755,2
-5.76,3
-5.765,3
-5.76,2
-5.76,1
-5.75,3
-5.74,2
-5.72,2
-5.7,3
-5.69,3
-5.695,3
-5.7,1
-5.695,3
-5.7,1
-5.71,2
-5.71,3
-5.72,3
-5.735,2
-5.755,1
-5.775,3
-5.79,2
-5.8,2
-5.825,3
-5.84,9
-5.845,12
-5.85,9
-5.86,3
-5.875,3
-5.865,1
-5.86,3
-5.855,1
-5.84,2
-5.84,3
-5.84,3
-5.84,2
-5.835,1
-5.855,3
-5.855,2
-5.815,2
-5.695,3
-5.555,3
-5.345,2




























































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































































